28/12/2011 06:12:11;102;34
28/12/2011 06:19:28;100;98
28/12/2011 06:19:50;100;98
28/12/2011 06:20:01;100;98
28/12/2011 06:20:10;100;98
28/12/2011 06:33:23;100;98
28/12/2011 06:33:35;100;98
28/12/2011 06:33:45;100;98
28/12/2011 06:33:56;98;98
28/12/2011 06:34:06;100;98
28/12/2011 06:34:39;100;98
28/12/2011 06:35:00;100;98
28/12/2011 06:35:12;100;98
28/12/2011 06:35:22;100;98
28/12/2011 06:35:34;100;98
28/12/2011 06:35:43;100;98
28/12/2011 06:35:57;98;98
28/12/2011 06:36:08;98;98
28/12/2011 06:36:17;100;98
28/12/2011 06:36:38;100;98
28/12/2011 06:38:04;100;98
28/12/2011 06:38:14;98;98
28/12/2011 06:38:24;100;98
28/12/2011 06:38:34;100;98
28/12/2011 06:38:45;100;98
28/12/2011 06:38:55;100;98
28/12/2011 06:39:08;100;98
28/12/2011 06:39:16;98;98
28/12/2011 06:39:25;100;98
28/12/2011 06:39:34;100;98
28/12/2011 06:39:44;100;98
28/12/2011 06:40:46;100;98
28/12/2011 06:40:57;98;98
28/12/2011 06:41:19;100;98
28/12/2011 06:41:51;100;98
28/12/2011 06:42:12;100;98
28/12/2011 06:42:21;100;98
28/12/2011 06:42:32;100;98
28/12/2011 06:43:38;98;98
28/12/2011 06:43:49;100;98
28/12/2011 06:43:59;98;98
28/12/2011 06:44:12;100;98
28/12/2011 06:44:21;98;98
28/12/2011 06:44:30;98;98
28/12/2011 06:44:40;100;98
28/12/2011 06:44:50;100;98
28/12/2011 06:45:01;100;98
28/12/2011 06:45:11;100;98
28/12/2011 06:46:05;100;98
28/12/2011 06:46:39;100;98
28/12/2011 06:46:49;100;98
28/12/2011 06:47:02;100;98
28/12/2011 06:47:12;100;98
28/12/2011 06:47:22;100;98
28/12/2011 06:47:34;100;98
28/12/2011 06:47:43;100;98
28/12/2011 06:47:53;100;98
28/12/2011 06:48:06;100;98
28/12/2011 06:48:27;98;98
28/12/2011 06:48:50;100;98
28/12/2011 06:49:01;98;98
28/12/2011 06:49:24;100;98
28/12/2011 06:49:35;100;98
28/12/2011 06:49:44;98;98
28/12/2011 06:49:55;100;98
28/12/2011 06:50:06;98;98
28/12/2011 06:50:14;98;98
28/12/2011 06:50:25;100;98
28/12/2011 06:50:35;100;98
28/12/2011 06:50:46;100;98
28/12/2011 06:50:56;100;98
28/12/2011 06:51:08;100;98
28/12/2011 06:51:19;100;98
28/12/2011 06:51:29;98;98
28/12/2011 06:51:39;98;98
28/12/2011 06:51:51;100;98
28/12/2011 06:52:02;98;98
28/12/2011 06:52:12;100;98
28/12/2011 06:52:22;100;98
28/12/2011 06:52:31;100;98
28/12/2011 06:52:41;98;98
28/12/2011 06:52:51;100;98
28/12/2011 06:53:04;100;98
28/12/2011 06:53:14;100;98
28/12/2011 06:53:24;98;98
28/12/2011 06:53:35;100;98
28/12/2011 06:53:45;100;98
28/12/2011 06:53:55;100;98
28/12/2011 06:54:06;100;98
28/12/2011 06:54:15;100;98
28/12/2011 06:54:24;98;98
28/12/2011 06:54:34;100;98
28/12/2011 06:54:46;100;98
28/12/2011 06:54:56;100;98
28/12/2011 06:55:07;100;98
28/12/2011 06:55:15;100;98
28/12/2011 06:55:26;98;98
28/12/2011 06:55:37;98;98
28/12/2011 06:55:47;98;98
28/12/2011 06:55:57;100;98
28/12/2011 06:56:08;100;98
28/12/2011 06:56:22;98;98
28/12/2011 06:56:32;98;98
28/12/2011 06:56:41;98;98
28/12/2011 06:56:54;98;98
28/12/2011 06:57:05;100;98
28/12/2011 06:57:17;98;98
28/12/2011 06:57:28;98;98
28/12/2011 06:57:38;98;98
28/12/2011 06:57:48;100;98
28/12/2011 06:57:59;100;98
28/12/2011 06:58:09;98;98
28/12/2011 06:58:19;100;98
28/12/2011 06:58:30;100;98
28/12/2011 06:58:40;98;98
28/12/2011 06:58:52;100;98
28/12/2011 06:59:02;100;98
28/12/2011 06:59:12;100;98
28/12/2011 06:59:22;100;98
28/12/2011 06:59:35;100;98
28/12/2011 06:59:45;98;98
28/12/2011 06:59:56;98;98
28/12/2011 07:00:07;100;98
28/12/2011 07:00:15;100;98
28/12/2011 07:00:26;98;98
28/12/2011 07:00:34;100;98
28/12/2011 07:00:45;100;98
28/12/2011 07:00:55;100;98
28/12/2011 07:01:07;100;98
28/12/2011 07:01:16;98;98
28/12/2011 07:01:26;98;98
28/12/2011 07:01:35;98;98
28/12/2011 07:01:45;98;98
28/12/2011 07:01:56;98;98
28/12/2011 07:02:10;98;98
28/12/2011 07:02:20;98;98
28/12/2011 07:02:29;98;98
28/12/2011 07:02:31;98;98
28/12/2011 07:02:38;98;98
28/12/2011 07:02:49;100;98
28/12/2011 07:02:59;100;98
28/12/2011 07:03:09;98;98
28/12/2011 07:03:22;100;98
28/12/2011 07:03:31;98;98
28/12/2011 07:03:42;98;98
28/12/2011 07:03:53;98;98
28/12/2011 07:04:02;98;98
28/12/2011 07:04:12;98;98
28/12/2011 07:04:23;98;98
28/12/2011 07:04:31;100;98
28/12/2011 07:04:42;98;98
28/12/2011 07:04:53;98;98
28/12/2011 07:05:02;98;98
28/12/2011 07:05:12;100;98
28/12/2011 07:05:22;98;98
28/12/2011 07:05:33;98;98
28/12/2011 07:05:44;100;98
28/12/2011 07:05:53;98;98
28/12/2011 07:06:06;100;98
28/12/2011 07:06:17;98;98
28/12/2011 07:06:27;100;98
28/12/2011 07:06:38;100;98
28/12/2011 07:06:48;100;98
28/12/2011 07:06:58;100;98
28/12/2011 07:07:08;98;98
28/12/2011 07:07:19;98;98
28/12/2011 07:07:29;98;98
28/12/2011 07:07:38;98;98
28/12/2011 07:07:48;100;98
28/12/2011 07:07:59;100;98
28/12/2011 07:08:09;98;98
28/12/2011 07:08:18;100;98
28/12/2011 07:08:26;100;98
28/12/2011 07:08:34;100;98
28/12/2011 07:08:45;98;98
28/12/2011 07:08:55;100;98
28/12/2011 07:09:06;100;98
28/12/2011 07:09:16;100;98
28/12/2011 07:09:27;98;98
28/12/2011 07:09:37;100;98
28/12/2011 07:09:47;100;98
28/12/2011 07:09:57;100;98
28/12/2011 07:10:08;98;98
28/12/2011 07:10:21;98;98
28/12/2011 07:10:31;100;98
28/12/2011 07:10:40;100;98
28/12/2011 07:10:42;100;98
28/12/2011 07:10:48;98;98
28/12/2011 07:10:57;100;98
28/12/2011 07:11:10;100;98
28/12/2011 07:11:21;100;98
28/12/2011 07:11:31;100;98
28/12/2011 07:11:41;100;98
28/12/2011 07:11:51;98;98
28/12/2011 07:12:02;100;98
28/12/2011 07:12:12;100;98
28/12/2011 07:12:25;100;98
28/12/2011 07:12:36;100;98
28/12/2011 07:12:45;98;98
28/12/2011 07:12:58;98;98
28/12/2011 07:13:08;100;98
28/12/2011 07:13:19;100;98
28/12/2011 07:13:30;100;98
28/12/2011 07:13:40;98;98
28/12/2011 07:13:54;98;98
28/12/2011 07:14:05;100;98
28/12/2011 07:14:16;98;98
28/12/2011 07:14:27;98;98
28/12/2011 07:14:36;98;98
28/12/2011 07:14:47;100;98
28/12/2011 07:14:57;100;98
28/12/2011 07:15:06;100;98
28/12/2011 07:15:17;98;98
28/12/2011 07:15:27;98;98
28/12/2011 07:15:38;98;98
